ts	phase	decision	why	evidence	result
2026-09-06T03:50:46Z	durable-voter-verification	Verify durable acceptor behavior and affected history consumers	Signed quorum unit tests alone cannot prove journal ordering, restart recovery, or unchanged retained-statement dependencies	/tmp/myko-durable-voter-verified-tests.log; /tmp/myko-durable-voter-federation-wire-clippy.log; /tmp/myko-durable-voter-final-clippy.log; /tmp/myko-durable-voter-final-clippy2.log; /tmp/myko-durable-voter-final-fmt.log; /tmp/myko-durable-voter-native-final.log	VERIFIED 210 federation Redb wire tests plus native continuity1; strict Clippy terminal0 after removing test tuple conversion and redundant clone without allowances; fmt passes; wire8 needs peer rebuild, no commit push Mac sync daemon launch or C01-C18 closure
2026-09-06T03:52:37Z	durable-voter-review	Accept independent review of durable voting and the audit trail	Reviewer checked journal-before-signing guard, real restart tests, corrected Paxos rule, and final terminal logs	docs/custody-issuance-synthesis.md; /tmp/myko-durable-voter-verified-tests.log; /tmp/myko-durable-voter-final-clippy2.log; /tmp/myko-durable-voter-native-final.log	Explicit gpt-5.5 approves bounded acceptor; operational flag is wire8 coordinated peer rebuild still pending; persistent proposer, epoch activation, portable authority, custody and C01-C18 remain open
2026-09-06T04:14:42Z	durable-proposer-binding	Persist signed full proposals before issuing accept requests; remove the direct prepared-to-accept constructor	The Redb regression allowed one prepared ballot to issue different values; retries must retain one value and proof	/tmp/myko-control-proposer-reuse-red.log; libs/myko/federation/src/control_quorum/proposal.rs; libs/myko/redb/tests/control_proposals.rs	VERIFIED durable binding and conflict rejection; automatic coordinator and custody remain open
2026-09-06T04:14:42Z	durable-proposer-verification	Verify proposer faults and migrate all normal voter tests through durable proposals	Test real reopen and all-record replay conflicts alongside signature, recovery-value, concurrency, and append-failure checks	/tmp/myko-proposer-verified-tests.log; /tmp/myko-proposer-verified-clippy.log; /tmp/myko-proposer-fmt-check.log; /tmp/myko-redb-control-votes-proposer-clippy.log; /tmp/myko-control-proposer-clippy.log	VERIFIED 218 affected-crate tests, strict Clippy, scoped fmt; earlier wildcard-import and redundant-clone lint failures fixed; wire9 unsynced; no fresh Forrest or complete Myko gate
2026-09-06T04:15:20Z	durable-proposer-native	Rebuild native consumers and rerun founder replacement with wire9	Check the new framework record against the actual native continuity path without claiming networked quorum coordination	/tmp/myko-proposer-native-tests.log; libs/myko/node/tests/scope_continuity.rs	VERIFIED one native test; no production daemon launch, peer sync, or full workspace claim
2026-09-06T04:16:05Z	durable-proposer-review	Accept independent code, comment, and evidence review of durable proposer binding	The reviewer checked actual sources and original failure plus superseding test logs, not only the implementation summary	libs/myko/federation/src/control_quorum/proposal.rs; docs/custody-issuance-synthesis.md; /tmp/myko-proposer-verified-tests.log; /tmp/myko-proposer-verified-clippy.log; /tmp/myko-proposer-native-tests.log	Explicit gpt-5.5 approves bounded unit; no comment deletions, suppressions, or MUST KILL findings; wire9 peer rebuild pending; certified authority chain and all C01-C18 still open
2026-09-06T04:28:00Z	certified-authority-design	Select exact AuthorityService records with an explicitly historical assessor	Two candidates and independent review favored reusing one authority domain; a retained certified head is not proof of current authority	docs/certified-authority-grounding.md; docs/certified-authority-candidate-records.md; docs/certified-authority-candidate-effects.md; docs/certified-authority-synthesis.md; /tmp/myko-certified-authority-baseline.log	gpt-5.5 scores records7/10 effects5/10; fresh raw-foreign denial passes; implementation in progress, no live authority or custody claim
2026-09-06T04:32:17Z	certified-authority-causal-correction	Include exact lifecycle dependencies in certified authority selections	The real positive test rejected commit-only history because prepare_batch depends on command.updated_at; retain the log dependency instead of weakening closure checks	/tmp/myko-certified-history-first.log; /tmp/myko-certified-history-second.log; libs/myko/federation/src/node.rs:1347; docs/certified-authority-synthesis.md	First fixture policy installation failure corrected; real missing-parent failure drives selection-shape correction; new tests not yet green
2026-09-06T04:42:59Z	certified-authority-proof-poison	Preserve valid chosen evidence when a duplicate proposal has malformed prepare proof	Independent review found arrival-order overwrite of a valid head; the signed malformed-proof regression reproduced it before the fix	/tmp/myko-certified-authority-proof-poison-red.log; libs/myko/authority/tests/certified_history.rs; libs/myko/authority/src/certified/history.rs	RED terminal101 reproduced; valid evidence now dominates invalid duplicates; superseding checks running
2026-09-06T04:46:23Z	certified-authority-verification	Verify historical grant and revocation replay after founder loss, with exact immutable selection and proof-poison resistance	Historical certification must survive real reopen without turning stale grants into live authority or consuming bounded uses locally	/tmp/myko-certified-authority-verified-tests.log; /tmp/myko-certified-authority-verified-clippy.log; /tmp/myko-certified-authority-verified-fmt.log; /tmp/myko-certified-authority-native.log; /tmp/myko-certified-authority-proof-poison-green.log; docs/certified-authority-synthesis.md	VERIFIED 244 affected-crate tests including8 historical integration cases; strict Clippy and fmt terminal0; native1 passed earlier in unit; historical static epoch only, no live authority custody full workspace or Mac claim
2026-09-06T04:46:23Z	certified-authority-gates	Retain failed integration and lint gates alongside superseding passing runs	Fixture installation, lifecycle closure, scope-prefix typing, API docs, unnecessary wrappers, and checked test arithmetic required corrections without new lint allowances	/tmp/myko-certified-history-first.log; /tmp/myko-certified-history-second.log; /tmp/myko-certified-authority-history-check-2.log; /tmp/myko-certified-authority-history-clippy.log; /tmp/myko-certified-authority-history-clippy-2.log; /tmp/myko-certified-authority-history-clippy-3.log; /tmp/myko-certified-authority-verified-clippy.log	Superseded failures preserved; final strict gate passes; wire9 still requires coordinated peer rebuild; no commit push sync or production daemon launch
2026-09-06T04:48:36Z	certified-authority-review	Accept independent implementation and trail review; archive full strict-check invocation	Reviewer confirmed proof-poison fix and historical limits; self-contained command log removes ambiguity from incremental Cargo output	/tmp/myko-certified-authority-verified-tests.log; /tmp/myko-certified-authority-verified-clippy-command.log; docs/certified-authority-synthesis.md; libs/myko/authority/src/certified/history.rs	gpt-5.5 approves bounded historical unit;244tests uses verified log not older242test final log; exact4crate strictClippy command+terminal0 archived; comments0deletions and no new suppressions; static epoch, no currentness live policy consumption custody or cross-origin fault-matrix claim; wire9 unsynced
2026-09-06T05:05:03Z	control-rotation-design	Selected generic controller succession with authority-owned payload validation	Independent review rejected authority leakage and latest-known freshness claims in both sketches	docs/control-rotation-synthesis.md; docs/control-rotation-candidate-authority.md; docs/control-rotation-candidate-generic.md	Implementation in progress; no currentness or custody claim
2026-09-06T05:05:03Z	control-rotation-local-guard	Bound requests to the exact validated local history before signing	Historical context alone leaves a validation-to-append race; compare under existing durable backend mutex	libs/myko/redb/tests/control_history_guard.rs; /tmp/myko-control-history-guard-tests.log	1 focused Redb test passed; authority adapter and rotation tests still pending
2026-09-06T05:11:50Z	control-rotation-payload-boundary	Reject malformed authority transitions before durable proposal or acceptance	The real issuer regression persisted malformed bytes until candidate payload and selected history validation were wired before signing	/tmp/myko-authority-issuer-payload-red.log; /tmp/myko-controller-rotation-first-tests.log; libs/myko/authority/tests/controller_rotation.rs	RED terminal101 then 4 durable rotation tests passed; broader gates pending
2026-09-06T05:26:54Z	control-rotation-replay	Index proposals and accepts and advance one certified frontier	Repeated whole-history signature scans grew with every head; predecessor indexing preserves exact-head failure semantics without repeated scans	libs/myko/federation/src/control_chain.rs; libs/myko/federation/tests/control_chain.rs; /tmp/myko-controller-rotation-verified-tests.log	9 generic tests pass including 66 transitions in reverse delivery; bounded behavior proof not throughput benchmark
2026-09-06T05:26:54Z	control-rotation-verification	Verify durable disjoint controller handoff and authority issuance boundaries	Historical controller replacement must work after old stores close without activating losing or stale epochs	/tmp/myko-controller-rotation-verified-tests.log; /tmp/myko-controller-rotation-verified-clippy-command-2.log; /tmp/myko-controller-rotation-verified-fmt.log	258 tests passed; strict all4crate Clippy and fmt passed; final strict correction removes only a redundant test clone
2026-09-06T05:26:54Z	control-rotation-limits	Keep historical proof separate from live authority and custody	Local snapshot fencing does not prove globally current authority or safe storage departure; direct wrapper interleaving needs intrusive test scaffolding	docs/control-rotation-grounding.md; libs/myko/authority/src/certified/issuer.rs; libs/myko/redb/tests/control_history_guard.rs	All C01-C18 open; key-only controllers; no live policy or remote issuance endpoint; no commit push Mac sync or production daemon
2026-09-06T05:27:19Z	control-rotation-gates	Preserve failing integration and lint gates alongside passing replacements	The payload RED found a real issuance gap; intermediate compile and lint failures required corrections without suppressions	/tmp/myko-authority-issuer-payload-red.log; /tmp/myko-authority-generic-adapter-check-3.log; /tmp/myko-controller-rotation-first-clippy.log; /tmp/myko-controller-rotation-verified-clippy-command.log; /tmp/myko-controller-rotation-verified-clippy-command-2.log	Final strict gate terminal0; earlier named verified-clippy-command without -2 is terminal101 and must not be cited as passing
2026-09-06T05:27:19Z	control-rotation-native	Rerun native founder and relay replacement regression	Generic federation changes must not break existing retained-scope materialization over native transport	/tmp/myko-controller-rotation-native-regression.log; libs/myko/node/tests/scope_continuity.rs	1 native regression passed terminal81893; AllowAll and explicit transfers, not a native authority-rotation or custody proof
2026-09-06T05:29:10Z	control-rotation-review	Accept independent implementation and trail review for historical controller handoff	Reviewer confirmed exact-head semantics, durable handoff evidence, local signing guard, and final gate citations without expanding them into live authority or custody	docs/control-rotation-grounding.md; /tmp/myko-controller-rotation-verified-tests.log; /tmp/myko-controller-rotation-verified-clippy-command-2.log; /tmp/myko-control-chain-final-tests.log	gpt-5.5 accepts bounded unit; final9generic tests pass after lint-only clone removal; no remaining bounded-unit flags; full goal and C01-C18 remain open
2026-09-06T05:48:24Z	certified-consumption-design	Choose direct request transitions with atomic typed authority records	Retained-history barrier adds no freshness proof; two-stage record materialization creates an avoidable consumption gap	docs/certified-consumption-synthesis.md; docs/certified-consumption-candidate-transition.md; docs/certified-consumption-candidate-barrier.md	Independently reviewed by gpt-5.5; implementation in progress; C01-C18 open
2026-09-06T06:03:25Z	certified-consumption-groundwork	Route local evaluator through seeded IDs and shared deterministic record planning	Certified replay needs identical challenge lease and use identities without duplicating evaluator rules	libs/myko/authority/src/evaluator.rs; libs/myko/authority/src/evaluator/identity.rs; libs/myko/authority/src/decision_records.rs; /tmp/myko-consumption-authority-lib-current-2.log	25 authority library tests passed terminal88124; not certified consumption; final affected gates pending
2026-09-06T06:03:25Z	prepared-effect-live-boundary	Verify actual commit_bytes persists the effect before calling policy	Crash at authorization must not lose batch identity result claims or topology	libs/myko/redb/tests/prepared_live_boundary.rs; exec handle70926	Real Redb crash and reopen test passed terminal0; latest integration gates and certified retry dedup remain pending
2026-09-06T06:17:26Z	prepared-effect-history-format	Preserve original persisted pending-authorization fields and retain new preparation evidence before them	Replacing batch/result with effect would make accepted old journals unreadable; wire10 alone cannot repair storage replay	docs/certified-consumption-synthesis.md; libs/myko/federation/src/command.rs	Independent gpt-5.5 review identified handoff blocker; correction in progress; no logs rewritten or deleted
2026-09-06T06:18:46Z	prepared-effect-integrity	Verify corrupt decoded effects fail replay and ambiguous durable preparation never calls policy	Private constructors do not protect deserialization; append errors can occur after durable persistence	libs/myko/redb/tests/prepared_effect_integrity.rs; /tmp/myko-prepared-effect-integrity-tests.log; /tmp/myko-prepared-effect-integrity-clippy.log	2 realRedb tests and strict lint passed terminal79629; new pending-format preservation correction still pending
2026-09-06T06:18:46Z	prepared-effect-intermediate-gates	Retain failing integration and lint evidence before final rerun	Intermediate compile/test-fixture/lint failures must not be presented as behavioral RED or passing final gates	/tmp/myko-consumption-authority-lib-current.log; /tmp/myko-consumption-authority-strict-current.log; /tmp/myko-consumption-authority-strict-current-2.log; /tmp/myko-consumption-first-gates.log	Authority25 and strict passed; initial fourcrate270 tests passed then test-only strict failed; corrections and final gates pending
2026-09-06T06:27:43Z	topology-replay	Make topology serialization ordered without dropping digest evidence	Forrest restart and replication rejected intact effects because HashMap and HashSet replay changed JSON order	libs/myko/federation/tests/topology_canonical.rs; /tmp/forrest-prepared-effect-workspace-gates.log; exec78873; exec16533	Regression failed before fix and passed after; intermediate missing Ord compile error corrected; integration and strict gates pending
2026-09-06T06:30:53Z	topology-mobile-recovery	Verify restart and remote replication with canonical topology	The original consumer failures must pass before considering the replay fix verified	/tmp/forrest-topology-mobile-regression-2.log; /tmp/myko-topology-consumption-gates.log	Mobile10 passed terminal68452; affected Myko gate14048 failed reactive stream diff assertion; full Forrest and investigation continue
2026-09-06T06:35:29Z	prepared-format-and-strict	Verify old JSON pending events and all prepared storage tests	Restored Rust variants alone do not pin serialized storage compatibility	/tmp/myko-topology-storage-wire-tests.log; /tmp/myko-topology-consumption-strict.log	46 storage and wire tests passed terminal42656; strict4 passed terminal16409; unordered interim prepared digests remain a distinct raw-byte recovery caveat
2026-09-06T06:36:39Z	topology-affected-rerun	Retain intermittent failure while recording successful current-source reruns	One failed stream assertion is not explained by later passing runs; source was stable during the failed gate	/tmp/myko-topology-consumption-gates.log; /tmp/myko-reactive-fine-grained-red.log; /tmp/myko-reactive-lib-repro.log; /tmp/myko-topology-consumption-gates-2.log	No reactive patch; current affected275 tests and strict passed; native51545 and full Forrest12983 still live; intermittent failure unresolved
2026-09-06T06:41:49Z	topology-native-gates	Complete affected Myko verification and native founder replacement	Consumer replay and native serving must work with the current prepared lifecycle	/tmp/myko-topology-consumption-gates-2.log; libs/myko/node/tests/scope_continuity.rs	Terminal51545 zero: fmt strict4 affected275 and native1 passed; native test uses AllowAll and explicit transfers, not certified custody; Forrest12983 live
2026-09-06T06:46:51Z	verified-source-checkpoint	Prepare a dependency-complete Myko checkpoint and separate Forrest caller migration	Whole shared modules depend on earlier retained-history control and view changes; staging only recent prepared-effect files would omit required definitions	/tmp/myko-topology-consumption-gates-2.log; /tmp/forrest-topology-workspace-gates.log; libs/myko/federation/src/lib.rs; libs/myko/authority/src/lib.rs	Myko275 plus native1 and strict fmt passed terminal51545; Forrest full fmt tests strict passed terminal12983; C01-C18 stay open
2026-09-06T06:46:51Z	live-journal-audit	Add read-only prepared-effect audit without touching the live journal	Interim unordered prepared digests need actual stored-record evidence before any recovery claim	libs/myko/redb/examples/audit_prepared_effects.rs; exec80939; exec40306; docs/certified-consumption-synthesis.md	Audit returned DatabaseAlreadyOpen; both attempted reflink snapshots unsupported and produced no data copy; example strict passed; live mismatch unproven
2026-09-06T07:16:25Z	authority-unavailable	Preserve temporary policy failure as typed unavailable through command and transport paths	An outage must not become a durable denial or a successful empty view	libs/myko/federation/src/access_failure.rs; libs/myko/redb/tests/authority_unavailable.rs; /tmp/myko-unavailable-integrated-gates.log	Storage recovery and affected test phase passed; strict gate failed on a test clone and concurrent ApplicationHost test edits; live coordinator incomplete
2026-09-06T07:16:25Z	certified-consumption	Fold request-specific chosen decisions and use records through the existing authority projection	Subsequent certified decisions must see consumed allowance and retries must bind the same effect	libs/myko/authority/tests/certified_consumption.rs; /tmp/myko-unavailable-integrated-gates.log	Three historical consumption tests passed; does not prove live currentness, authenticated coordination, or approval rounds
2026-09-06T07:17:01Z	authority-unavailable	Prove retained query recovery over one live local socket	Typed policy errors must reach the retained client and trigger a fresh subscription without replacing the shared connection	libs/myko/local/src/tests.rs:retained_query_recovers_from_authority_outage_on_the_same_socket; /tmp/myko-unavailable-local-retained-2.log	Focused test passed; observes resynchronizing, repeated unavailable requests, both recovered rows, and exactly one accepted connection
2026-09-06T07:23:49Z	authority-unavailable	Extend the real socket regression to retained items and repair permanent invalidation	The item driver treated typed authority unavailability as terminal despite handler recovery	/tmp/myko-unavailable-items-red.log; libs/myko/local/src/transport.rs:retry_item_watch; /tmp/myko-unavailable-items-green.log	Behavioral regression reproduced; fresh snapshot retry implemented; verification handle76848 still waiting for build lock
2026-09-06T07:25:43Z	authority-unavailable	Verify fresh snapshot recovery for retained items without replacing the socket	The reproduced permanent invalidation must be fixed through the complete client path	/tmp/myko-unavailable-items-red.log; /tmp/myko-unavailable-items-green.log	Regression failed on Invalid before fix and passed after; subsequent assertion strengthening and broad gates still pending
2026-09-06T07:26:32Z	authority-unavailable	Require observed fresh admissions for both handler and item recovery	A successful final value alone does not prove each client retried during the outage	/tmp/myko-unavailable-items-strengthened.log; libs/myko/local/src/tests.rs:retained_query_recovers_from_authority_outage_on_the_same_socket	Strengthened regression passed; both fresh admission attempts observed and exactly one accepted socket; global gate incomplete
2026-09-06T07:29:13Z	certified-consumption	Reconstruct prepared authorization evidence from the retained command ID	A self-consistent caller-supplied effect digest does not establish trusted framework evidence	libs/myko/federation/src/node.rs:prepared_command_access; /tmp/myko-prepared-access-tests.log	Two real Redb tests passed; rejects unknown and unprepared commands and reconstructs exact stored evidence after reopen; not live permission
2026-09-06T07:30:01Z	certified-consumption	Verify the persisted-evidence boundary under strict lints	The authority source must consume recorded evidence without introducing invalid-state or lint exceptions	/tmp/myko-prepared-access-tests.log; /tmp/myko-prepared-access-strict.log	Two real Redb tests and federation/Redb all-target strict Clippy passed
2026-09-06T07:32:31Z	mac-sync	Fast-forward both Mac repositories to the pushed verified checkpoint	Mac SSH is reachable again and standing instructions require machine sync	10.0.1.110:/Users/trevor/Code/myko-federation@1cc9a8f4; 10.0.1.110:/Users/trevor/Code/forrest@a37c347	Both synced; watcher-generated lockfile matched upstream exactly; preserved named stash codex-preserve-watch-lockfile-during-myko-checkpoint-sync; no manual daemon start or stop; current uncommitted wave not synced
2026-09-06T07:36:45Z	controller-endpoint	Exercise the concrete authenticated controller over a local socket and real Redb journal	A fake endpoint dispatch test cannot prove authentication guards or durable signing	/tmp/myko-controller-endpoint-real-socket.log; libs/myko/authority/tests/controller_endpoint.rs	Two tests passed: unrecognized caller and proposer impersonation append nothing; authorized promise persists and exact retry after reopen appends nothing; not remote quorum/currentness proof
2026-09-06T07:39:21Z	mac-validation	Run the full Forrest workspace on the synced Mac checkpoint	Linux success does not prove native Mac behavior	/tmp/forrest-mac-checkpoint-tests.log	Remote workspace test failed in mobile-core:9passed1failed, Full authority profile did not converge while lifecycle current; focused reproduction and diagnosis underway
2026-09-06T07:50:25Z	mac-validation	Rerun the failing Mac test alone and in the original workspace binary	Passing with a different feature build does not distinguish configuration from intermittent behavior	/tmp/forrest-mac-mobile-focused.log; /tmp/forrest-mac-mobile-workspace-binary.log	Focused1 and original workspace binary10 passed without edits; original failure remains unexplained; readiness erasure found in grants view, causal link unproven
2026-09-06T07:50:26Z	native-controller	Bridge the coordinator endpoint interface to actual Iroh command transport	Async local-only endpoints do not exercise native authenticated controller RPCs	libs/myko/iroh/src/control_client.rs; /tmp/myko-iroh-control-adapter-check.log; /tmp/myko-native-controller-adapter-strict.log	Iroh compile and all-target strict passed; native endpoint test blocked by concurrent authority view compile error, not yet verified
2026-09-06T07:59:30Z	native-controller	Verified concrete local and native controller endpoints after grants source fix	Exercise authenticated transport and durable signing rather than only a mock endpoint	authority/tests/controller_endpoint.rs; cargo test -p myko-authority --test controller_endpoint -j4 --target-dir target/agent; exec50563	3 passed; no native quorum or custody completion claim
2026-09-06T07:59:30Z	integration	Added Swift to certified-consumption gates and found stale local-map test caller	Retained grants migration must verify native consumer and revoke behavior together	/tmp/myko-consumption-native-integrated-2.log; scripts/verify_certified_consumption.sh	terminal101; authority24pass1fail; scope agent migrating test; Swift cancellation issue returned for fix
2026-09-06T08:01:14Z	invocation-retry	Preserved retryability for typed temporary authority failures in Forrest	Local and native invocation delivery must wait through an authority outage without changing the frozen command	/tmp/forrest-authority-retry-red.log; /tmp/forrest-authority-retry-green.log; forrest/crates/forrest-node/src/invocation_dispatch.rs	RED permanent StateNotCurrent failure; GREEN1 covering five reasons in three wrappers plus real-denial rejection; full workspace running
2026-09-06T08:01:14Z	native-controller	Saved independently readable three-test endpoint result	Reviewer could not inspect direct exec output from parent context	/tmp/myko-controller-endpoint-native-three.log	3 passed terminal0 handle48401; prepare boundary only, native quorum still pending
2026-09-06T08:17:44Z	integration	Forrest full workspace passed with typed authority retry migration	Validate real application consumers after Myko unavailable and retained grants changes	/tmp/forrest-consumption-workspace.log; exec75617	terminal0; strict workspace still running; later core evidence adapter changes checked separately; Mac current wave not synced
2026-09-06T08:18:24Z	integration	Forrest strict workspace and native evidence adapter strict checks passed	Keep consumer error migration and production transport seam under strict lints	/tmp/forrest-consumption-strict.log; /tmp/myko-scoped-evidence-strict-2.log	terminal0 handles86471/66761; evidence adapter earlier needless-pass-by-value failure fixed without suppression
2026-09-06T08:18:24Z	native-evidence	Added shared core scoped-history refresh interface and Iroh implementation	Each process must fetch into its own store through authenticated authorized scope pulls	libs/myko/core/src/server/retained_evidence.rs; libs/myko/iroh/src/evidence_client.rs; /tmp/myko-scoped-evidence-check.log; /tmp/myko-native-scoped-evidence-test.log	check passed; enhanced network test blocked by in-flight coordinator imports; refresh is monotonic per scope, not atomic across scopes or a custody receipt
2026-09-06T08:22:50Z	native-coordinator	Verified native controller-owned refresh and observer evidence collection	Real remote controllers must fetch their own authorized history instead of a test controlling both stores	/tmp/myko-authority-certified-coordinator-native-test-5.log; /tmp/myko-authority-certified-coordinator-clippy-7.log	3 tests passed and strict passed; native restart/recovery extension pending; historical decision is not live release permission
2026-09-06T08:22:50Z	integration	Ran full root Flux check and found WebSocket and MCP view callers needing migration	Affected native-only crates did not cover all RegisteredViewOutput consumers	/tmp/myko-consumption-flux-check.log	terminal1; ws_handler1132 and mcp/exec460 compile errors; assigned bounded consumer migration; no all-consumer gate claim
2026-09-06T08:25:07Z	integration	Enabled native-ffi gate exposed a lossless collection revision failure	The complete native bridge suite must preserve typed row changes under concurrent publication	/tmp/myko-consumption-native-integrated-3.log; libs/myko/swift/src/lib.rs:667	terminal101; Swift10pass1fail; enhanced native scoped-evidence test3passed earlier in same run; delegated deterministic diagnosis, no assertion weakening
2026-09-06T08:36:28Z	native-recovery	Removed test-only endpoint cleanup and reproduced the production ownership cycle	Ordinary shutdown must release the journal without a hidden test-only lifecycle step	/tmp/myko-authority-certified-coordinator-native-red-ownership-cycle.log; libs/myko/iroh/src/evidence_client.rs; libs/myko/iroh/src/protocol.rs	RED DatabaseAlreadyOpen; adapter now retains Node and outbound Endpoint only; check passed; GREEN regression pending
2026-09-06T08:36:28Z	integration	Full root Flux check passed after server retained-view consumer migration	Validate Rust and generated-language consumers through the repository task runner	/tmp/myko-consumption-flux-check-2.log; exec77357	terminal0; Svelte0errors14warnings; legacy websocket retained views remain explicitly unsupported; later ownership fix checked separately
2026-09-06T08:42:52Z	native-recovery	Native chosen decision survives ordinary shutdown and Redb reopen without manual endpoint cleanup	Break the session-to-controller-to-transport cycle at ownership, not with a test-only workaround	/tmp/myko-authority-certified-coordinator-native-red-ownership-cycle.log; /tmp/myko-authority-certified-coordinator-native-reopen-after-ownership-fix.log; /tmp/myko-authority-certified-coordinator-full-after-ownership-fix.log; /tmp/myko-authority-certified-coordinator-clippy-after-ownership-fix.log	RED101 DatabaseAlreadyOpen; GREEN1; full4passed; strictpassed; exact chosen transition recovered and stale predecessor retry does not spend twice; live release/custody still open
2026-09-06T08:48:52Z	native-checkpoint	Reran authority, local, Iroh, Redb, and wire tests after native ownership fix	Verify current native recovery while Swift lifecycle fixes continue independently	/tmp/myko-native-checkpoint-final.log; cargo test -p myko-authority -p myko-local -p myko-iroh -p myko-redb -p myko-wire -j 4 --target-dir target/agent	Terminal 0; all selected suites passed; integrated native-ffi and final consumer gates still pending
2026-09-06T08:51:10Z	native-checkpoint	Selected native packages also pass strict all-target Clippy	Complete the native verification pair without claiming unfinished Swift lifecycle verification	/tmp/myko-native-checkpoint-final-strict.log; scripts/verify_certified_consumption.sh	Terminal 0; script now includes myko-server; bash syntax and git diff whitespace checks pass; complete integrated rerun pending
2026-09-06T08:52:16Z	sync	Read-only SSH preflight could not reach the Mac	Check repository state without touching the watcher or local edits before planned sync	ssh -o BatchMode=yes -o ConnectTimeout=10 10.0.1.110; exec session 45308	Terminal 255; port 22 connection timed out; no remote repository state verified or changed; local work continues
2026-09-06T08:55:36Z	consumer-check	Full Myko Flux check passes again	Verify server and web consumers against the current native changes while subscription lifecycle work finishes	/tmp/myko-native-checkpoint-final-flux.log; exec session 64542 terminal 0	All 11 Flux tasks completed; Svelte 0 errors and 14 warnings; integrated native-ffi gate still pending
2026-09-06T09:00:00Z	subscription-recovery	Verified focused revision lifecycle tests and requested reentrant event-order regression	Passing cancellation tests do not prove event order when synchronous callbacks publish or read a snapshot	/tmp/myko-swift-revision-lifecycle-tests.log; /tmp/myko-federation-reactive-revision-tests.log; libs/myko/federation/src/reactive.rs:publish_revision	Swift 15 and reactive 17 tests pass; both strict checks pass; event fanout after batch callback drain still under review; integrated gate33405 and Forrest72787 running
2026-09-06T09:02:26Z	integrated-gate	Integrated run4 stopped on in-flight regression test import	Compilation picked up new reentrant tests before their AtomicBool import was added; this is not a behavioral gate result	/tmp/myko-consumption-native-integrated-4.log; exec session33405 terminal101	Waited compiler jobs to terminal without interruption; worker owns import and event-order fix; next integrated run waits source-stable handoff
2026-09-06T09:16:55Z	subscription-recovery	Reentrant publication regression now proves event order and snapshot boundary	Event fanout must happen before synchronous callback drain, including callbacks that read current or publish again	/tmp/myko-federation-reactive-revision-tests-2.log; /tmp/myko-federation-reactive-revision-tests-3.log; /tmp/myko-swift-revision-lifecycle-tests-3.log; /tmp/myko-federation-reactive-revision-clippy-2.log; /tmp/myko-swift-revision-lifecycle-clippy-2.log	RED 17 passed2 failed; GREEN19 reactive and15 Swift; focused strict and fmt pass; integrated5 live14490; older intermittent assertion remains unexplained
2026-09-06T09:17:52Z	consumer-check	Forrest workspace tests and strict Clippy pass; final frozen-source test run started	Subscription source changed during the first build, so final test evidence must use the stable dependency source	/tmp/forrest-native-checkpoint-final-tests.log; /tmp/forrest-native-checkpoint-final-strict.log; /tmp/forrest-native-checkpoint-final-fmt.log; /tmp/forrest-native-checkpoint-frozen-tests.log	Tests72787 terminal0; strict65458 terminal0; fmt35886 terminal0; frozen-source tests running; no daemon launch or commit
2026-09-06T09:27:41Z	integrated-gate	Integrated5 exposed three reactive core assertions	Treat a full-suite failure as evidence to investigate, not noise erased by a focused pass	/tmp/myko-consumption-native-integrated-5.log; /tmp/myko-reconnect-readiness-focused.log; hyphae-2.0.1/src/cell.rs:755; hyphae-2.0.1/src/scheduler.rs:686	Terminal101 core241pass3fail; reconnect isolated terminal0; source proves value settlement may defer under concurrent global batches; reconnect test now awaits publications; server failures under investigation
2026-09-06T09:31:51Z	reactive-test-boundary	Reconnect test now waits for readiness publication and resend	Hyphae may defer value settlement during another thread batch; immediate reads do not prove reconnect behavior	libs/myko/core/src/client/query_map.rs; /tmp/myko-query-map-readiness-tests.log; /tmp/myko-consumption-native-integrated-5.log	Targeted9pass terminal0; original ready/rows/tx assertions retained; no production change; integrated native-feature variant still pending
2026-09-06T09:32:33Z	checkpoint	Committed Forrest retry fix after frozen-source workspace tests passed	Save the verified consumer change while keeping its push behind the matching Myko dependency checkpoint	forrest commit ae2eaa5; /tmp/forrest-native-checkpoint-frozen-tests.log; /tmp/forrest-native-checkpoint-final-strict.log; /tmp/forrest-native-checkpoint-final-fmt.log	Tests67722 terminal0; Forrest worktree clean; commit local only, not pushed; Myko integrated gate still pending
2026-09-06T09:34:41Z	reactive-test-boundary	Default-feature core suite passes after publication-aware waits	Preserve deletion/readiness/persistence assertions while waiting for the actual asynchronous observations they inspect	/tmp/myko-core-owned-integrated-lib-green.log; /tmp/myko-core-owned-integrated-clippy.log; /tmp/myko-core-owned-fmt.log; /tmp/myko-consumption-native-integrated-6.log	Core237pass and strict terminal0; despite log name this is default-feature binary fe83226dcf23ceaa, not integrated244 variant fe0ecaaa31f16f4d; integrated6 live67721
2026-09-06T09:38:47Z	checkpoint	Complete integrated native checkpoint passes	Verify all changed native consumers together after source-stable subscription and test synchronization fixes	/tmp/myko-consumption-native-integrated-6.log; scripts/verify_certified_consumption.sh; exec session67721 terminal0	708 tests across53 completed suites; strict Clippy and fmt pass; native continuity passes; root Flux and Forrest frozen gates also pass; all C01-C18 remain open, Mac SSH retry93733 terminal255 timeout
